NIB,NPWP_PERSEROAN,NAMA_PERSEROAN,NAMA_SINGKATAN,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,ALAMAT_PERSEROAN,KELURAHAN_PERSEROAN,PERSEROAN_DAERAH_ID,KODE_POS_PERSEROAN,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,TGL_PERUBAHAN_NIB,STATUS_NIB,IS_NPWP_INVALID,IS_INCOMPLETE,IS_DAERAH_VALID,IS_STALE,IS_CLEANED,CLEANSING_TIMESTAMP,SOURCE,ID_PERUSAHAAN,NPWP,NAMA_PERUSAHAAN,ALAMAT_PERUSAHAAN,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,TGL_TERBIT_NIB,KODE_KANTOR,TGL_SYNC_OSS,HIGH_SYNC_LAG
4004991547887,17.871.516.7-279.197,PERUM MAHESWARA,PERUM,CV,Belum Berbadan Hukum,Dibekukan,Jl. Pasteur No. 82,BEKASI,61.0,75060.0,Y,N,API-P,2024-01-17,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4932966851612,17.488.331.3-006.267,PERUM WAHYUDIN PRAKASA TBK,PERUM,Firma,Belum Berbadan Hukum,Tidak Aktif,Jalan Astana Anyar No. 15,BOGOR,21.0,47277.0,Y,Y,API-P,2024-06-19,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0174268414593,28.980.136.7-156.465,PT BUDIYANTO,PT,Perum,Belum Berbadan Hukum,Dibekukan,Jl. M.H Thamrin No. 9,BINJAI,33.0,34103.0,N,Y,,2024-05-21,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1878519108839,68.153.168.5-874.532,PERUM HARYANTI HARYANTO (PERSERO) TBK,PERUM,UD,Belum Berbadan Hukum,Aktif,Jl. Ir. H. Djuanda No. 60,KENDARI,18.0,21851.0,Y,N,API-U,2023-04-24,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7908740640391,05.433.352.1-554.061,PD HALIMAH,,PT,Belum Berbadan Hukum,Tidak Aktif,Gang Pasir Koja No. 0,,12.0,31952.0,N,Y,,2023-10-05,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6567661825128,50.541.130.3-854.003,UD PALASTRI,UD,Perum,Belum Berbadan Hukum,Dibekukan,Gg. Ronggowarsito No. 2,BATAM,35.0,,Y,N,API-P,2024-04-15,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4310690331190,57.612.688.0-250.758,UD SARAGIH,UD,Perum,Berbadan Hukum,Dibekukan,Gang Bkr No. 3,MANADO,31.0,,N,Y,,2023-04-26,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
3959953428364,35.062.570.9-900.752,PD WINARNO SIRAIT (PERSERO) TBK,PD,UD,Belum Berbadan Hukum,Aktif,Gang M.T Haryono No. 16,PALANGKARAYA,73.0,84511.0,N,N,,2025-02-19,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6624628733427,07.575.422.6-570.542,UD SAMOSIR TBK,,CV,Belum Berbadan Hukum,Aktif,Gg. Sentot Alibasa No. 05,KOTA ADMINISTRASI JAKARTA UTARA,33.0,16582.0,N,N,,2023-06-11,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1830469901398,27.490.213.5-310.979,CV SUDIATI,CV,PT,Belum Berbadan Hukum,Aktif,Jl. Cikutra Timur No. 556,SIBOLGA,31.0,75571.0,Y,N,API-U,2025-03-23,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4678544587717,97.859.327.3-379.320,PERUM UTAMA WIDODO,PERUM,CV,Berbadan Hukum,Tidak Aktif,Jalan Gardujati No. 278,SABANG,16.0,44739.0,Y,N,API-U,2024-08-27,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6937854777252,17.737.559.7-188.938,PD PANGESTU (PERSERO) TBK,PD,PT,Berbadan Hukum,Aktif,Gg. Jend. Sudirman No. 7,TANGERANG SELATAN,35.0,51884.0,Y,N,API-U,2023-10-09,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2038750997700,68.564.421.0-017.542,CV UYAINAH (PERSERO) TBK,CV,UD,Belum Berbadan Hukum,Aktif,Jl. Kiaracondong No. 370,,33.0,78291.0,N,N,,2024-01-03,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0339845461567,72.249.713.3-307.700,UD WIDODO,UD,Perum,Belum Berbadan Hukum,Tidak Aktif,Gang Joyoboyo No. 251,PANGKALPINANG,12.0,28922.0,Y,N,API-U,2023-04-25,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1765918033974,05.946.076.4-920.556,PERUM HAKIM MAHESWARA (PERSERO) TBK,,Firma,Berbadan Hukum,Aktif,Jl. Raya Ujungberung No. 3,PEMATANGSIANTAR,51.0,14384.0,Y,Y,API-U,2025-03-26,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9396856218501,55.237.858.1-348.619,UD SUSANTI NASYIDAH,UD,Firma,Berbadan Hukum,Dibekukan,Jl. Jend. A. Yani No. 9,SALATIGA,35.0,,N,N,,2025-07-11,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6629619431142,48.728.802.2-757.398,PERUM AGUSTINA SAFITRI,PERUM,PT,Berbadan Hukum,Aktif,Gang H.J Maemunah No. 73,LANGSA,12.0,10276.0,N,N,,2025-06-29,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2126788861015,70.095.611.9-803.332,PD PUTRA SIREGAR (PERSERO) TBK,PD,Perum,Belum Berbadan Hukum,Aktif,Gang Surapati No. 588,LUBUKLINGGAU,21.0,71473.0,Y,Y,API-P,2025-12-03,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2444721264647,09.369.257.3-738.640,PT HARDIANSYAH SIREGAR,PT,PT,Berbadan Hukum,Tidak Aktif,Jalan Jamika No. 95,,36.0,78774.0,Y,Y,API-P,2025-03-21,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5756924593752,50.991.326.4-752.711,PT ISWAHYUDI WIJAYA TBK,PT,UD,Berbadan Hukum,Tidak Aktif,Gg. Cikapayang No. 479,KOTAMOBAGU,73.0,16245.0,N,N,,2024-07-28,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1939828073741,52.689.511.2-648.310,UD GUNAWAN WACANA (PERSERO) TBK,UD,CV,Belum Berbadan Hukum,Tidak Aktif,Gang Ciumbuleuit No. 87,SOLOK,51.0,21655.0,N,Y,,2025-07-08,DICABUT,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6886805891135,21.662.627.0-576.660,CV NAPITUPULU TBK,CV,Firma,Belum Berbadan Hukum,Aktif,Jl. Hos. Cokroaminoto No. 5,PEMATANGSIANTAR,91.0,29825.0,N,Y,,2023-07-21,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8899375679825,03.494.107.4-425.942,CV WIJAYA TBK,,Firma,Belum Berbadan Hukum,Tidak Aktif,Gang Waringin No. 551,SAWAHLUNTO,12.0,,Y,N,API-U,2024-02-28,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1775140105123,66.178.565.2-338.573,PT PADMASARI KUSWANDARI,,CV,Belum Berbadan Hukum,Dibekukan,Jalan Pacuan Kuda No. 913,PALEMBANG,16.0,62636.0,N,Y,,2024-01-17,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0937966033419,13.818.892.8-191.374,PT MANDALA MARYATI (PERSERO) TBK,PT,PT,Belum Berbadan Hukum,Dibekukan,Gang Raya Setiabudhi No. 785,TANGERANG,12.0,,Y,N,API-P,2025-12-16,DICABUT,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6969155792499,10.688.137.5-120.244,CV SALAHUDIN TBK,CV,Firma,Berbadan Hukum,Dibekukan,Gang Ronggowarsito No. 84,BITUNG,12.0,65240.0,Y,N,API-U,2015-10-14,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6278282742257,79.054.886.5-974.009,PT SITUMORANG TBK,PT,Perum,Belum Berbadan Hukum,Tidak Aktif,Jalan Kiaracondong No. 4,BOGOR,36.0,99330.0,Y,N,API-U,2025-05-01,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2190340438427,72.760.791.7-562.523,CV HABIBI JANUAR,CV,UD,Belum Berbadan Hukum,Dibekukan,Gang Dipenogoro No. 2,PURWOKERTO,35.0,67734.0,Y,Y,API-P,2025-06-22,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1340745171339,88.359.881.9-647.438,UD YULIARTI (PERSERO) TBK,,CV,Berbadan Hukum,Dibekukan,Jl. Jend. Sudirman No. 20,PAYAKUMBUH,73.0,40049.0,Y,N,API-U,2025-12-26,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5449481260422,31.149.728.5-848.253,UD SURYONO,UD,Perum,Berbadan Hukum,Dibekukan,Jalan S. Parman No. 43,MAGELANG,35.0,74205.0,N,N,,2025-04-28,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0684577590175,08.814.547.6-223.991,PERUM WULANDARI (PERSERO) TBK,PERUM,Firma,Belum Berbadan Hukum,Tidak Aktif,Gang Monginsidi No. 16,DENPASAR,16.0,,Y,N,API-P,2023-09-25,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5001701277063,88.931.135.4-162.895,CV HASSANAH SANTOSO TBK,CV,Firma,Berbadan Hukum,Tidak Aktif,Gg. Suryakencana No. 30,PANGKALPINANG,12.0,,Y,Y,API-P,2023-04-17,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
3611037129387,01.008.712.5-836.123,UD SUSANTI (PERSERO) TBK,UD,PT,Berbadan Hukum,Tidak Aktif,Gg. Jakarta No. 95,TANJUNGPINANG,16.0,83391.0,Y,N,API-P,2023-07-29,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4262218909275,92.218.643.2-941.421,PERUM TARIHORAN HUTAGALUNG (PERSERO) TBK,PERUM,CV,Berbadan Hukum,Aktif,Jl. Jend. A. Yani No. 87,TANGERANG SELATAN,64.0,97187.0,N,Y,,2023-09-10,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6523413899940,84.896.308.3-530.621,PD MUSTOFA,PD,Firma,Berbadan Hukum,Aktif,Jalan Stasiun Wonokromo No. 40,KOTA ADMINISTRASI JAKARTA PUSAT,32.0,39106.0,Y,N,API-P,2025-03-01,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9180552696582,97.482.977.1-017.601,PT NAMAGA (PERSERO) TBK,PT,CV,Berbadan Hukum,Aktif,Jalan Peta No. 22,,12.0,76618.0,Y,N,API-P,2025-11-03,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6661889241418,26.997.827.2-549.334,UD LAZUARDI NUGROHO,UD,Perum,Berbadan Hukum,Aktif,Jl. Abdul Muis No. 478,PRABUMULIH,21.0,33752.0,Y,Y,API-P,2023-06-26,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,77.056.316.2-122.012,CV KUSUMO (PERSERO) TBK,CV,CV,Belum Berbadan Hukum,Tidak Aktif,Jl. Laswi No. 190,SERANG,31.0,,Y,N,API-U,2023-12-08,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4105648149177,65.368.056.7-879.580,PT MANDALA MARDHIYAH,PT,CV,Belum Berbadan Hukum,Aktif,Gg. Joyoboyo No. 5,,73.0,83644.0,N,Y,,2024-04-12,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0307562208635,31.426.937.5-277.845,PERUM RAHAYU,PERUM,PT,Berbadan Hukum,Aktif,Gang Cikapayang No. 68,TANJUNGPINANG,12.0,62462.0,N,Y,,2025-11-22,DICABUT,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1744518705349,38.757.637.3-475.377,CV PRASETYO SALAHUDIN (PERSERO) TBK,CV,CV,Berbadan Hukum,Aktif,Gg. Veteran No. 8,MEULABOH,51.0,43517.0,N,Y,,2025-04-19,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0506413836702,91.286.095.0-943.237,PT NASYIAH (PERSERO) TBK,PT,Firma,Belum Berbadan Hukum,Dibekukan,Gang Tebet Barat Dalam No. 9,BATU,32.0,98373.0,N,N,,2023-07-15,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6199062344565,40.463.278.3-076.966,UD BUDIMAN (PERSERO) TBK,UD,CV,Berbadan Hukum,Aktif,Gg. Pacuan Kuda No. 9,MOJOKERTO,35.0,,Y,N,API-U,2025-08-12,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
3747411249035,18.093.728.3-991.364,UD RAJATA TBK,UD,Firma,Berbadan Hukum,Aktif,Jalan Waringin No. 35,,21.0,93204.0,Y,N,API-P,2025-07-15,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1712100323651,74.600.265.1-022.066,UD MANGUNSONG NAPITUPULU TBK,UD,CV,Berbadan Hukum,Tidak Aktif,Jalan Yos Sudarso No. 5,TUAL,35.0,77252.0,N,Y,,2023-03-29,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,55.841.741.6-508.030,PERUM LESTARI NASHIRUDDIN,PERUM,CV,Belum Berbadan Hukum,Aktif,Jl. Otto Iskandardinata No. 062,BATAM,21.0,,N,Y,,2024-07-17,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0999347687014,49.140.429.3-658.905,PERUM UYAINAH,PERUM,Perum,Belum Berbadan Hukum,Tidak Aktif,Jalan Abdul Muis No. 8,BALIKPAPAN,61.0,84840.0,Y,N,API-U,2024-12-05,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6420593040785,98.598.238.2-102.253,CV KURNIAWAN KUSWOYO (PERSERO) TBK,CV,UD,Berbadan Hukum,Aktif,Gg. Setiabudhi No. 61,PADANG,91.0,,Y,N,API-P,2024-12-27,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2239559059929,24.856.829.7-555.316,PT WASKITA,PT,PT,Berbadan Hukum,Aktif,Gang Cikutra Barat No. 0,BAU-BAU,73.0,65918.0,N,Y,,2024-03-24,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5932525002921,67.881.373.1-382.721,CV PRABOWO,,UD,Berbadan Hukum,Tidak Aktif,Jalan Ciumbuleuit No. 4,CIREBON,91.0,,N,N,,2024-10-22,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6752895392644,16.181.746.0-971.718,UD MARPAUNG,,UD,Berbadan Hukum,Aktif,Gang Sukajadi No. 2,PEKALONGAN,51.0,,N,N,,2024-03-28,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2513552157043,31.709.069.5-262.805,PERUM SUSANTI TBK,PERUM,Perum,Belum Berbadan Hukum,Dibekukan,Gg. Cihampelas No. 35,PALANGKARAYA,35.0,96194.0,Y,N,API-U,2023-12-07,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6586179327104,02.326.267.1-075.350,PT HUTASOIT SANTOSO,PT,CV,Berbadan Hukum,Dibekukan,Jalan Sukajadi No. 51,AMBON,73.0,75412.0,N,Y,,2024-11-23,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7062962015336,89.567.739.8-271.676,CV ASTUTI,CV,CV,Berbadan Hukum,Aktif,Jalan Astana Anyar No. 581,MEULABOH,12.0,,N,N,,2025-10-02,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6149731032417,14.315.803.6-482.500,PERUM NURDIYANTI NARPATI,PERUM,PT,Belum Berbadan Hukum,Aktif,Jl. Pasteur No. 47,BATAM,91.0,64647.0,N,N,,2025-02-20,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4774349021158,52.994.774.9-232.566,UD RAMADAN,,UD,Belum Berbadan Hukum,Dibekukan,Jalan Erlangga No. 240,MAGELANG,31.0,57569.0,N,N,,2024-04-27,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,04.514.584.8-819.585,UD SINAGA SUARTINI,UD,Perum,Berbadan Hukum,Aktif,Gang Jend. Sudirman No. 54,SAMARINDA,91.0,56465.0,Y,Y,API-U,2024-01-30,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6329451168685,35.532.469.0-805.717,PERUM PANGESTU,PERUM,PT,Belum Berbadan Hukum,Aktif,Gg. Laswi No. 41,TANGERANG,64.0,24342.0,N,N,,2023-07-25,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1485646799702,35.412.147.9-623.697,PD HIDAYANTO HASSANAH TBK,PD,PT,Belum Berbadan Hukum,Tidak Aktif,Jalan Siliwangi No. 8,BIMA,31.0,52909.0,N,Y,,2023-04-11,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5054447132475,34.746.426.9-661.091,UD ASTUTI KURNIAWAN (PERSERO) TBK,UD,CV,Belum Berbadan Hukum,Dibekukan,Jalan Monginsidi No. 8,PALOPO,35.0,67982.0,N,N,,2025-11-23,DIBEKUKAN,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8214862890233,07.255.033.7-051.940,PT LAKSMIWATI (PERSERO) TBK,PT,Firma,Belum Berbadan Hukum,Dibekukan,Jalan Gardujati No. 2,LHOKSEUMAWE,21.0,73875.0,Y,N,API-P,2023-09-11,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7972798552414,03.395.050.2-874.585,PT FARIDA HARTATI TBK,PT,CV,Berbadan Hukum,Tidak Aktif,Jalan Gardujati No. 512,,35.0,82586.0,Y,N,API-U,2025-11-17,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0722903494466,44.470.258.3-477.309,CV WASKITA USAMAH (PERSERO) TBK,,UD,Berbadan Hukum,Aktif,Gang Astana Anyar No. 9,PALOPO,91.0,60334.0,N,N,,2024-08-01,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0545444328309,51.676.327.2-738.026,PERUM JAILANI,,Firma,Belum Berbadan Hukum,Tidak Aktif,Gang Kiaracondong No. 14,PONTIANAK,73.0,96969.0,N,N,,2025-03-06,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9353875842824,12.482.131.4-742.827,UD THAMRIN,UD,PT,Berbadan Hukum,Tidak Aktif,Gg. Kendalsari No. 1,LUBUKLINGGAU,35.0,34125.0,Y,Y,API-P,2024-09-20,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5494717099917,24.512.122.6-542.305,PERUM WIBISONO ANDRIANI,PERUM,CV,Berbadan Hukum,Tidak Aktif,Gang K.H. Wahid Hasyim No. 82,PASURUAN,16.0,22579.0,Y,N,API-U,2025-07-26,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2175250074329,97.162.501.1-132.629,UD ANGGRIAWAN,UD,Perum,Belum Berbadan Hukum,Tidak Aktif,Jl. Sukajadi No. 8,PADANG SIDEMPUAN,16.0,,N,N,,2023-01-10,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5058300335421,49.515.602.4-171.066,CV SIREGAR,CV,Firma,Belum Berbadan Hukum,Dibekukan,Jalan Jayawijaya No. 27,PURWOKERTO,31.0,91485.0,N,N,,2025-06-07,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5753260332309,64.173.126.5-728.666,PD PALASTRI,PD,Firma,Berbadan Hukum,Dibekukan,Jalan Suryakencana No. 407,MALANG,61.0,71339.0,Y,Y,API-P,2023-08-10,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,14.426.454.6-126.560,PERUM USAMAH TBK,PERUM,CV,Berbadan Hukum,Dibekukan,Jl. Laswi No. 958,SERANG,12.0,54494.0,N,N,,2024-09-08,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,34.637.620.2-428.850,CV ZULKARNAIN,CV,PT,Berbadan Hukum,Tidak Aktif,Jalan Gegerkalong Hilir No. 253,PASURUAN,35.0,,Y,Y,API-P,2024-02-14,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
3564208737530,01.687.091.1-855.587,PT WASKITA,PT,CV,Berbadan Hukum,Dibekukan,Gang Rajiman No. 90,TEGAL,91.0,51863.0,N,N,,2023-07-27,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7447012045561,12.871.776.0-009.872,CV LAILASARI SANTOSO TBK,CV,Firma,Belum Berbadan Hukum,Dibekukan,Jalan Ahmad Yani No. 50,,33.0,,Y,N,API-P,2023-07-10,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1667467621202,13.426.933.9-494.821,PD PANGESTU,PD,CV,Belum Berbadan Hukum,Tidak Aktif,Jalan Pelajar Pejuang No. 541,SURAKARTA,51.0,,N,Y,,2023-09-25,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6701450899358,66.704.717.9-097.443,PT ADRIANSYAH,PT,Firma,Belum Berbadan Hukum,Aktif,Jalan Gegerkalong Hilir No. 3,BALIKPAPAN,91.0,,Y,Y,API-P,2023-01-24,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7721753540838,82.387.412.3-080.470,CV WINARNO,CV,PT,Belum Berbadan Hukum,Tidak Aktif,Jl. Raya Setiabudhi No. 42,,18.0,21890.0,N,N,,2023-09-01,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0166088019948,71.211.670.7-973.349,PD TAMPUBOLON PRABOWO,PD,Perum,Belum Berbadan Hukum,Dibekukan,Gang Lembong No. 121,MALANG,21.0,52341.0,Y,N,API-U,2025-01-14,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,28.002.349.5-849.648,PERUM RAHIMAH RAHIMAH,PERUM,UD,Belum Berbadan Hukum,Dibekukan,Gg. Laswi No. 9,TIDORE KEPULAUAN,61.0,40376.0,N,N,,2023-04-04,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6149331637351,96.424.047.9-126.790,CV MANDASARI,CV,UD,Berbadan Hukum,Tidak Aktif,Gg. Raya Setiabudhi No. 696,PROBOLINGGO,18.0,71091.0,N,Y,,2025-12-22,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6978292216995,64.902.393.6-623.937,UD PRATAMA,UD,Perum,Belum Berbadan Hukum,Tidak Aktif,Gg. S. Parman No. 86,TANJUNGPINANG,31.0,18892.0,Y,N,API-P,2023-10-01,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8485833394522,64.555.710.5-727.118,PT SARAGIH (PERSERO) TBK,PT,UD,Belum Berbadan Hukum,Dibekukan,Gg. Suniaraja No. 1,,35.0,30316.0,N,N,,2025-12-29,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0810620034244,18.859.063.4-208.771,PD SURYATMI,,Perum,Berbadan Hukum,Dibekukan,Jalan Gedebage Selatan No. 202,,35.0,25241.0,Y,Y,API-P,2025-03-07,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4066658004397,28.933.648.5-773.602,UD ARYANI,UD,Firma,Belum Berbadan Hukum,Aktif,Gg. Joyoboyo No. 1,,35.0,,Y,Y,API-U,2024-01-18,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1606484229405,59.726.959.2-040.157,UD JAILANI PERTIWI,,Perum,Belum Berbadan Hukum,Aktif,Jl. Cihampelas No. 307,MEULABOH,12.0,20863.0,Y,N,API-P,2025-12-12,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1826886153355,46.300.223.9-543.486,CV AGUSTINA TBK,CV,Firma,Belum Berbadan Hukum,Aktif,Gg. Gedebage Selatan No. 0,JAYAPURA,35.0,61744.0,Y,Y,API-U,2023-03-23,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1648408588770,37.919.667.3-328.526,PT PUSPASARI TBK,PT,UD,Berbadan Hukum,Dibekukan,Jalan Phh. Mustofa No. 4,PANGKALPINANG,12.0,97383.0,Y,Y,API-U,2024-03-07,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6138612075011,06.182.813.4-571.072,PT WASITA DONGORAN,PT,Perum,Belum Berbadan Hukum,Tidak Aktif,Jalan Rumah Sakit No. 641,,51.0,67024.0,Y,N,API-P,2025-06-05,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
