ID_PERUSAHAAN,NIB,NPWP,NAMA_PERUSAHAAN,ALAMAT_PERUSAHAAN,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,TGL_TERBIT_NIB,STATUS_NIB,KODE_KANTOR,TGL_SYNC_OSS
C000115,7620990693196,666199963,CV MELANI BUDIYANTO,GANG JAKARTA NO. 89,TASIKMALAYA,64,25606,+62-299-032-5361,KEDUA-DUANYA,7844464691,4485140450,2023-05-02,AKTIF,100300,2026-04-18
C000116,6018357841708,61.063.070.4-374.008,UD LAILASARI YULIANTI,JL. H.J MAEMUNAH NO. 1,,16,78006,+62 (0438) 051-5895,KEDUA-DUANYA,3727564614,1338979048,2024-10-15,DIBEKUKAN,030100,2026-05-27
C000117,8384463766886,27.638.122.1-178.121,PERUM NUGROHO TBK,JALAN KIARACONDONG NO. 3,SAWAHLUNTO,12,,+62 (77) 834-0466,EKSPORTIR,0466045514,,2023-04-26,AKTIF,010700,2026-04-08
C000118,8713899279354,96.884.848.4-702.275,PT MANGUNSONG TBK,GANG MONGINSIDI NO. 6,PROBOLINGGO,12,63427,+62 (046) 382-8232,KEDUA-DUANYA,8154961036,4579166705,2023-09-13,AKTIF,011200,2026-04-01
C000119,0698826486275X,46.821.212.7-473.607,UD DONGORAN PUDJIASTUTI (PERSERO) TBK,GG. ASTANA ANYAR NO. 417,MEULABOH,51,78939,(068) 086-6315,KEDUA-DUANYA,9776826895,0353354308,2023-10-14,AKTIF,090100,2026-05-24
C000120,3800866658153,79.254.974.6-159.149,PD PRADIPTA KUSMAWATI (PERSERO) TBK,JALAN CIHAMPELAS NO. 92,LHOKSEUMAWE,51,01006,+62 (71) 776-7466,EKSPORTIR,5329286137,,2024-07-01,AKTIF,090100,2026-05-12
C000121,6169384738106,31.510.869.0-952.701,CV LAKSMIWATI TARIHORAN,GG. RAJIMAN NO. 272,BONTANG,18,,+62 (03) 566-0944,EKSPORTIR,1343638564,,2023-10-08,AKTIF,030700,2026-03-23
C000122,6383543468586,31.684.591.0-422.803,KUSMAWATI (CABANG),GANG STASIUN WONOKROMO NO. 312,PALEMBANG,35,47264,(097) 895 5004,EKSPORTIR,9316370749,,2024-04-29,AKTIF,070100,2026-04-16
C000123,5772504025898,10 840 639,PT PRASTUTI,GANG KAPTEN MUSLIHAT NO. 9,LANGSA,61,,(0962) 625-7897,IMPORTIR,,8364149283,2024-12-02,AKTIF,090400,2026-03-26
C000124,7287887464307,10.751.553.9-268.006,PD RAHMAWATI,GG. ASTANA ANYAR NO. 71,KEDIRI,12,72356,(016) 829-6898,KEDUA-DUANYA,5835811552,5582636071,2025-08-01,DIBEKUKAN,011200,2026-05-24
C000125,8058037665078,29.694.312.3-260.570,PT SAPTONO TBK,JL. PASTEUR NO. 099,KEDIRI,35,,+62 (092) 810 8717,EKSPORTIR,4069931176,,2025-06-25,AKTIF,060100,2026-05-24
C000126,7865619425577,96.552.882.2-911.043,UD PERMADI NARPATI TBK,JL. RUMAH SAKIT NO. 20,PAGARALAM,12,02412,(082) 156 5886,EKSPORTIR,6545052288,,2024-02-26,DIBEKUKAN,011200,2026-04-20
C000127,2304233388319,49.004.786.2-332.027,CV SIMBOLON TBK,JL. KH AMIN JASUTA NO. 7,CIMAHI,64,15659,0802263471,EKSPORTIR,8157444313,,2024-09-27,AKTIF,100300,2026-04-04
C000128,7563620501508,14.145.297.7-199.646,PT RIYANTI,JL. DIPATIUKUR NO. 2,SURABAYA,51,12447,+62 (0113) 631 7762,KEDUA-DUANYA,8005134483,3732603197,2014-02-08,AKTIF,080100,2026-06-05
C000129,7758725371720,73 685 965,PD FARIDA FUJIATI TBK,JALAN RAYA UJUNGBERUNG NO. 242,TANJUNGBALAI,31,94353,(001) 835 7841,IMPORTIR,4803163678,1721283190,2015-03-04,AKTIF,010100,2026-03-19
C000130,0336545315743,38.479.605.7-379.429,UD SETIAWAN HAKIM,JL. GEDEBAGE SELATAN NO. 916,,12,96727,(0087) 014 5065,EKSPORTIR,4803163678,,2025-02-15,AKTIF,010800,2026-05-17
C000131,3596792625525,58.431.080.5-028.728,PD HANDAYANI TBK (CABANG),JALAN VETERAN NO. 1,SAMARINDA,31,94592,0804695755,EKSPORTIR,1171359486,,2025-11-22,AKTIF,040400,2026-04-19
C000132,7840190271698,88.572.661.3-495.718,UD KUSWOYO (PERSERO) TBK,JL. H.J MAEMUNAH NO. 05,AMBON,35,84302,+62 (266) 664 1557,EKSPORTIR,8614096499,,2025-05-18,DICABUT,070100,2026-04-14
C000133,0000000000000,39.103.074.1-771.986,CV HARYANTO TBK (CABANG),JL. ASTANA ANYAR NO. 004,SUNGAI PENUH,12,08235,+62-99-190-7984,EKSPORTIR,5054349410,,2024-11-10,AKTIF,010800,2026-04-13
C000134,2231304005129,33.980.541.6-986.630,PERUM MARBUN PRAYOGA (PERSERO) TBK,GG. RONGGOWARSITO NO. 85,PONTIANAK,35,35624,+62 (174) 388-1804,IMPORTIR,,6379966172,2024-02-06,AKTIF,060100,2026-05-30
C000135,0296705035623,57.837.191.4-406.683,PD NASYIAH (PERSERO) TBK,JL. ASTANA ANYAR NO. 413,MAKASSAR,12,,+62-009-563-9445,EKSPORTIR,3558625529,,2023-06-26,AKTIF,010700,2026-06-10
C000136,5677213600843,69.035.939.0-926.750,UD DAMANIK WASTUTI (PERSERO) TBK,JALAN KUTISARI SELATAN NO. 5,PARIAMAN,16,79699,+62-0221-784-1516,KEDUA-DUANYA,2626164978,1500184211,2023-08-22,AKTIF,030100,2026-06-04
C000137,5880588779680,58.417.569.7-582.052,PD SAEFULLAH RAHMAWATI,GANG M.H THAMRIN NO. 06,SUNGAI PENUH,73,44286,(017) 596-3136,IMPORTIR,,7749883725,2023-11-21,DICABUT,140100,2026-06-04
C000138,5346060560356,772OO97I66855IO,PERUM HARYANTI HABIBI (PERSERO) TBK,JALAN RUMAH SAKIT NO. 1,SALATIGA,33,,+62 (0396) 219 7640,IMPORTIR,,2438572903,2015-11-18,AKTIF,050100,2026-06-08
C000139,0000000000000,66.785.264.2-288.868,PD NURAINI ADRIANSYAH,GG. M.H THAMRIN NO. 95,,35,21464,+62-932-727-5142,IMPORTIR,4803163678,0825382023,2025-10-27,AKTIF,060100,2026-04-26
C000140,2324665136442,695736276,CV ASTUTI,JALAN GEGERKALONG HILIR NO. 17,,35,41686,+62 (045) 478-1689,IMPORTIR,,8581602315,2025-09-21,AKTIF,070100,2026-04-29
C000141,5907055494343,714290864,UD PRASETYO,JALAN KUTAI NO. 9,METRO,35,45099,(055) 208 6207,IMPORTIR,,9430919496,2024-06-28,AKTIF,070100,2026-04-27
C000142,2745056958261,54.754.596.1-204.283,CV HASSANAH SUSANTI (PERSERO) TBK,JALAN M.H THAMRIN NO. 739,JAMBI,51,,(069) 421 7000,EKSPORTIR,5963906766,,2025-03-13,AKTIF,090100,2026-05-08
C000143,0012800243181X,154997892,PERUM PRASETYA (PERSERO) TBK,JALAN VETERAN NO. 161,TASIKMALAYA,33,63073,+62 (088) 947-5786,EKSPORTIR,2702260672,,2025-03-30,AKTIF,060300,2026-03-31
C000144,4233029276405,75 792 121,PERUM WIDODO NAINGGOLAN,GG. MEDOKAN AYU NO. 524,PONTIANAK,16,80582,+62 (18) 081-6360,KEDUA-DUANYA,8338155123,8357912923,2023-05-18,AKTIF,030100,2026-03-15
C000145,369300522144,20.662.885.6-802.949,UD MANDALA,GG. TUBAGUS ISMAIL NO. 5,TOMOHON,18,67671,+62 (09) 628-6860,EKSPORTIR,4426300828,,2024-10-09,AKTIF,030700,2026-05-02
C000146,175362647528,80.939.408.4-392.105,UD USAMAH WIBISONO (PERSERO) TBK,GANG CIHAMPELAS NO. 635,PROBOLINGGO,33,43017,+62 (0409) 997 5706,IMPORTIR,,5852931256,2023-01-10,AKTIF,050100,2026-04-09
C000147,9512370851191,309765113,UD IRAWAN ANDRIANI (PERSERO) TBK,GANG BKR NO. 50,PADANG SIDEMPUAN,21,55373,+62 (085) 168-8620,IMPORTIR,,7072197049,2024-12-05,AKTIF,020400,2026-05-17
C000148,8909013028783X,25.164.661.0-818.436,UD YULIARTI TBK,GG. SURYAKENCANA NO. 8,MAGELANG,73,,+62 (0378) 815-8141,IMPORTIR,,5404109442,2023-05-07,DICABUT,110100,2026-05-28
C000149,7921170052459,79 682 783,PERUM HASTUTI WIBISONO TBK,GG. ABDUL MUIS NO. 8,DENPASAR,35,,+62-88-265-2575,IMPORTIR,,4622369594,2024-08-13,DICABUT,071300,2026-05-13
C000150,5951434682394,65.278.641.0-875.030,UD JANUAR HALIMAH (CABANG),GG. OTTO ISKANDARDINATA NO. 73,,73,52654,(090) 782-3944,KEDUA-DUANYA,2958130750,8171230604,2025-03-11,DICABUT,140100,2026-05-04
C000151,0447085609406,58.102.303.8-469.539,PD PRAYOGA TBK,JL. R.E MARTADINATA NO. 775,BOGOR,35,95978,080 487 3405,IMPORTIR,,0696850026,2015-12-02,AKTIF,060100,2026-04-18
C000152,5048926738997,481574721,PD MARDHIYAH (CABANG),GG. RONGGOWARSITO NO. 8,MADIUN,12,18230,(0179) 857 5394,IMPORTIR,,0663736169,2025-12-01,DICABUT,010800,2026-06-08
C000153,2730346156262,36.318.396.7-035.267,PERUM MAHESWARA,GG. CIHAMPELAS NO. 7,SURABAYA,16,05050,(034) 315 2082,IMPORTIR,,7748492286,2024-12-10,AKTIF,030100,2026-05-23
C000154,1303760491917,76.578.479.0-804.339,UD BUDIMAN WULANDARI,GG. M.T HARYONO NO. 83,SAWAHLUNTO,18,00018,+62 (802) 982-5162,IMPORTIR,,4790562903,2023-12-21,AKTIF,030700,2026-04-09
C000155,2945637183440,779766908763537,UD LAKSMIWATI,JALAN KUTISARI SELATAN NO. 4,TEGAL,12,10556,0816727966,IMPORTIR,,6799642662,2025-05-24,AKTIF,020300,2026-03-15
C000156,7015019679720,33 704 004,PT RAMADAN,JALAN ASIA AFRIKA NO. 1,SALATIGA,31,32737,+62 (0100) 128 3449,EKSPORTIR,4803163678,,2024-04-09,AKTIF,040300,2026-04-03
C000157,9507051306967,23.066.798.2-547.109,CV AGUSTINA HUTASOIT TBK,GANG KENDALSARI NO. 84,LANGSA,12,02248,+62 (07) 310-8370,EKSPORTIR,4715892660,,2023-02-27,DIBEKUKAN,011200,2026-04-17
C000158,6048057358844,44.271.569.1-129.319,PD YULIANTI (CABANG),GANG SUKAJADI NO. 63,PALANGKARAYA,21,31882,0890537799,IMPORTIR,,4634146346,2025-09-02,AKTIF,020100,2026-04-07
C000159,4579427537373X,21.924.406.9-894.353,UD SIRAIT (PERSERO) TBK,GANG JEND. A. YANI NO. 6,KOTA ADMINISTRASI JAKARTA BARAT,35,22173,0851965284,IMPORTIR,,4734740172,2025-09-02,AKTIF,060100,2026-05-28
C000160,7583336477041,29.734.008.9-012.637,PD WIDODO RAHMAWATI (PERSERO) TBK,JALAN PETA NO. 925,SERANG,35,96111,+62 (0540) 649-7768,KEDUA-DUANYA,4803163678,2974424097,2023-09-19,AKTIF,070100,2026-06-09
C000161,8501347429636,046305547476405,CV HASSANAH,GG. BANGKA RAYA NO. 506,CIREBON,16,29904,(0990) 323-8481,KEDUA-DUANYA,7802801289,0580222113,2024-03-24,AKTIF,030100,2026-05-24
C000162,2967175655125,52.710.507.4-678.967,PERUM GUNARTO,GANG CIKUTRA TIMUR NO. 5,PADANGPANJANG,21,16572,+62 (000) 159 6935,EKSPORTIR,1246398885,,2023-08-26,DICABUT,020100,2026-06-02
C000163,7939194743729,75.042.721.3-333.890,CV KUSWOYO,GG. TUBAGUS ISMAIL NO. 662,PONTIANAK,33,,+62 (0198) 932 0989,IMPORTIR,,3288590464,2025-07-22,AKTIF,050100,2026-04-11
C000164,7767555628333,91.195.582.3-970.894,UD WIDIASTUTI SIMANJUNTAK,GG. IR. H. DJUANDA NO. 51,,33,72791,+62-0659-552-3662,IMPORTIR,4803163678,3203318896,2024-03-13,AKTIF,060300,2026-06-09
C000165,3632493845715,74.434.775.6-706.581,CV HASTUTI (PERSERO) TBK,GANG VETERAN NO. 55,SERANG,64,84034,(043) 771-5789,KEDUA-DUANYA,8737823780,6672292469,2024-06-19,AKTIF,100300,2026-04-14
C000166,3037597553412,11.197.178.9-930.931,PERUM MARYATI PRATIWI TBK (CABANG),JL. SADANG SERANG NO. 5,METRO,12,28236,+62-0703-872-6217,EKSPORTIR,1618162111,,2023-12-23,AKTIF,020300,2026-04-19
C000167,8429814897839,03.628.003.9-028.473,CV MANSUR (PERSERO) TBK,JL. RAJAWALI TIMUR NO. 311,LHOKSEUMAWE,35,,088 293 1448,EKSPORTIR,5674305588,,2023-12-29,AKTIF,070100,2026-05-08
C000168,7944059149873,47.665.320.5-164.134,PD RIYANTI TBK,GANG SENTOT ALIBASA NO. 312,SUBULUSSALAM,91,31528,(0947) 693 2572,EKSPORTIR,1146365119,,2024-02-12,DIBEKUKAN,120300,2026-04-20
C000169,9820481611336,549072389803509,SURYATMI NARPATI TBK (CABANG),JL. RAWAMANGUN NO. 6,KOTA ADMINISTRASI JAKARTA UTARA,73,99522,(004) 490 9252,IMPORTIR,,8398349108,2025-05-01,AKTIF,110100,2026-03-29
C000170,5738573680119,087695006644777,CV SURYONO,JL. MEDOKAN AYU NO. 3,,16,66241,+62 (80) 390 9880,IMPORTIR,,7211398515,2024-03-28,AKTIF,030100,2026-03-14
C000171,1741268318223,86.609.576.5-125.810,SAPUTRA (CABANG),GG. DIPATIUKUR NO. 0,,73,63391,+62 (53) 523 4847,KEDUA-DUANYA,1667140364,4970899850,2024-11-29,AKTIF,140100,2026-05-25
C000172,0425990028422,35.783.099.7-044.723,PT HALIM TBK,GANG RAYA SETIABUDHI NO. 848,CILEGON,35,67703,+62 (024) 497-7872,IMPORTIR,4803163678,1199122666,2024-03-05,AKTIF,070100,2026-04-14
C000173,5451364029422,116393732388212,PERUM BUDIMAN NARPATI,GANG VETERAN NO. 600,MATARAM,12,18880,(085) 655-0528,EKSPORTIR,0624702668,,2025-01-07,AKTIF,011200,2026-05-21
C000174,7840369003432,97.261.296.5-122.007,CV ISWAHYUDI TBK,GG. JEND. A. YANI NO. 4,BANJAR,36,,+62 (0304) 434 2464,KEDUA-DUANYA,1031494968,6161193427,2014-09-15,AKTIF,050400,2026-03-13
C000175,0184293359847,39.167.161.9-551.652,PT PUDJIASTUTI (PERSERO) TBK,JL. MEDOKAN AYU NO. 59,,51,10079,+62 (220) 394-8053,KEDUA-DUANYA,6567004225,5699088903,2025-09-12,AKTIF,090100,2026-05-11
C000176,2499982795014,41.377.919.6-839.069,PERUM LAZUARDI WALUYO,GANG STASIUN WONOKROMO NO. 22,AMBON,35,72025,+62-0185-437-8262,EKSPORTIR,8368314392,,2023-10-03,AKTIF,071300,2026-05-14
C000177,0000000000000,040572750,PERUM GUNARTO NASHIRUDDIN (PERSERO) TBK,JALAN SURYAKENCANA NO. 889,PONTIANAK,31,47816,+62 (945) 838 5214,EKSPORTIR,1783055876,,2023-09-17,DIBEKUKAN,040300,2026-03-23
C000178,7357422332228,02.649.108.9-299.259,UD PUSPITA SIREGAR TBK,GG. MEDOKAN AYU NO. 3,KOTA ADMINISTRASI JAKARTA BARAT,33,97058,+62 (795) 767-6024,IMPORTIR,,2405772057,2024-01-01,AKTIF,050100,2026-03-23
C000179,0000000000000,25.556.693.6-058.406,CV WACANA TBK,JL. INDRAGIRI NO. 70,KOTA ADMINISTRASI JAKARTA PUSAT,51,,+62 (0011) 432-0548,EKSPORTIR,8213383263,,2025-05-03,AKTIF,080100,2026-06-04
C000180,9731637914012,56.517.286.1-038.726,PERUM KURNIAWAN,GANG JEND. SUDIRMAN NO. 7,BEKASI,12,24274,080 372 1788,EKSPORTIR,4803163678,,2024-03-03,AKTIF,010800,2026-06-05
C000181,0000000000000,43.847.475.5-864.152,PERUM NARPATI RIYANTI TBK,GANG BKR NO. 672,PADANGPANJANG,73,39032,(0844) 150 5682,KEDUA-DUANYA,1156344748,7803050325,2023-07-11,AKTIF,110100,2026-03-15
C000182,9899255394607,94.305.907.2-593.882,PD PRASTUTI NURDIYANTI,GG. KH AMIN JASUTA NO. 395,SUKABUMI,64,53674,0860748529,IMPORTIR,,9345625038,2025-05-16,AKTIF,100300,2026-05-24
C000183,4768098568350,45.100.843.8-242.283,CV MAYASARI,GANG CIUMBULEUIT NO. 407,SOLOK,12,85058,086 755 4228,KEDUA-DUANYA,8796140208,0851167332,2025-10-01,AKTIF,010800,2026-06-02
C000184,5994757637982,75.235.029.5-321.510,CV NOVITASARI TBK (CABANG),JALAN SADANG SERANG NO. 326,BANDUNG,36,04709,+62-0924-720-8172,KEDUA-DUANYA,5788298344,1328949436,2025-06-08,AKTIF,050400,2026-05-29
C000185,3952076435932,46.430.950.1-945.659,PERUM IRAWAN,JL. MONGINSIDI NO. 3,BALIKPAPAN,32,,(0552) 589-3942,KEDUA-DUANYA,8837518576,3859424183,2025-09-10,AKTIF,050900,2026-04-09
C000186,5414238614509,472515376,PD PERTIWI IRAWAN TBK,JALAN JOYOBOYO NO. 07,BENGKULU,61,29233,+62 (962) 374 1112,IMPORTIR,,8143847409,2023-06-23,AKTIF,090400,2026-04-07
C000187,3264741412404,25.582.446.8-290.527,CV SITUMORANG PRATIWI,GANG HOS. COKROAMINOTO NO. 012,KOTAMOBAGU,35,90176,+62 (039) 511-6737,EKSPORTIR,7774417288,,2023-01-11,DIBEKUKAN,060100,2026-04-22
C000188,5589723591998,66.990.321.5-160.869,PERUM SUWARNO TBK,GG. GEDEBAGE SELATAN NO. 4,BANDUNG,73,63370,+62 (0976) 220 2154,IMPORTIR,,6019663183,2024-08-03,AKTIF,140100,2026-04-13
C000189,8822971608776,68.446.862.5-688.684,PERUM MARBUN SURYATMI,GG. JEND. A. YANI NO. 38,TANJUNGPINANG,12,18038,+62 (0238) 993-4758,EKSPORTIR,9587047471,,2025-11-21,AKTIF,010800,2026-05-13
C000190,1437701438920,92.310.831.4-413.207,PD PRANOWO MARBUN (CABANG),JALAN CIHAMPELAS NO. 444,TEBINGTINGGI,12,22695,+62 (0374) 027 8062,KEDUA-DUANYA,4803163678,6474621982,2023-09-09,AKTIF,011200,2026-05-24
C000191,2027989145481,09.575.975.9-981.123,CV NASHIRUDDIN HABIBI (PERSERO) TBK (CABANG),JL. RAJIMAN NO. 8,BANJARBARU,36,13867,+62-92-275-1589,KEDUA-DUANYA,9535780319,8719940910,2024-07-07,AKTIF,050400,2026-05-12
C000192,0000000000000,03.717.435.2-281.317,PD ZULAIKA MANGUNSONG (PERSERO) TBK,JALAN PASIR KOJA NO. 96,METRO,31,14983,+62 (523) 045 1424,IMPORTIR,,6156134325,2025-10-08,AKTIF,010100,2026-05-25
C000193,8326213841551,01.589.683.5-279.952,UD SAFITRI,GANG SENTOT ALIBASA NO. 619,SUKABUMI,33,31739,(096) 371 0999,IMPORTIR,,8803232506,2025-01-23,AKTIF,050100,2026-06-05
C000194,6584901405650,18.854.360.7-561.500,CV WACANA WULANDARI (PERSERO) TBK,GANG AHMAD YANI NO. 7,SALATIGA,31,78220,(041) 249 5688,EKSPORTIR,0682207584,,2023-01-15,AKTIF,040300,2026-06-08
C000195,6902138686118,29.578.313.9-511.798,PERUM HIDAYAT TBK,JL. JOYOBOYO NO. 8,MADIUN,12,66145,+62 (091) 112 9197,KEDUA-DUANYA,4421534534,5220189281,2024-07-28,AKTIF,011200,2026-04-12
C000196,0000000000000,58.859.055.1-056.276,PT LAKSMIWATI DABUKKE TBK,GG. M.H THAMRIN NO. 1,TUAL,73,49671,+62 (0269) 411 1723,EKSPORTIR,5249963055,,2024-11-09,DIBEKUKAN,110100,2026-04-26
C000197,2839175673508,748182483,PD HASANAH TBK,JALAN SOEKARNO HATTA NO. 067,LANGSA,12,99890,+62 (0660) 380 9013,EKSPORTIR,6103797629,,2024-06-23,AKTIF,010700,2026-04-14
C000198,3141319299322,93.232.599.4-766.504,PT ZULKARNAIN MANDALA,GG. RUMAH SAKIT NO. 295,SINGKAWANG,35,28558,+62 (071) 871-8036,EKSPORTIR,4661590524,,2015-07-23,AKTIF,071300,2026-06-01
C000199,0395728693953,73.973.654.1-025.392,CV SIMBOLON ISWAHYUDI,GANG RONGGOWARSITO NO. 5,PALU,31,37660,+62-134-792-1903,EKSPORTIR,4803163678,,2025-06-29,AKTIF,040400,2026-04-29
C000200,5577543729541,058269958654826,PERUM KUSMAWATI (PERSERO) TBK,GG. RAYA SETIABUDHI NO. 27,PEMATANGSIANTAR,35,16584,+62 (87) 171 8560,IMPORTIR,,1156766830,2025-03-21,AKTIF,070100,2026-03-16
C000201,718098469979,25.630.550.2-853.543,CV LAILASARI,JALAN PASIR KOJA NO. 0,BOGOR,31,32405,(071) 489 8153,KEDUA-DUANYA,6495122544,9925799727,2023-09-17,AKTIF,040400,2026-06-01
C000202,8573908352118,898120546840922,PT WALUYO,GG. ERLANGGA NO. 7,PURWOKERTO,12,87859,+62 (01) 073-5583,KEDUA-DUANYA,9706346399,2623219538,2025-07-26,AKTIF,010800,2026-04-27
C000203,8585672872760,85.969.066.5-230.316,UD WIBOWO (PERSERO) TBK (CABANG),JALAN PASIR KOJA NO. 6,PRABUMULIH,35,14359,+62 (006) 212 8891,EKSPORTIR,8182909058,,2024-12-31,AKTIF,060100,2026-04-17
C000204,2796177001280,70.352.797.5-707.069,UD SIHOMBING SIMBOLON TBK,GANG MERDEKA NO. 6,MOJOKERTO,18,81392,(094) 049-6365,EKSPORTIR,2917314365,,2023-07-08,AKTIF,030700,2026-03-24
C000205,6668470726027,40.488.751.8-620.428,PERUM UWAIS HARIYAH TBK,GANG AHMAD YANI NO. 99,MEDAN,16,55362,+62-88-290-3118,KEDUA-DUANYA,0350496929,0892043382,2025-09-21,AKTIF,030100,2026-04-16
C000206,8859787191392,08.120.995.7-056.759,PT HARYANTI (PERSERO) TBK,GANG YOS SUDARSO NO. 929,TANJUNGPINANG,12,90706,(009) 091-6666,EKSPORTIR,5286655807,,2023-08-07,DICABUT,011200,2026-05-27
C000207,1372308172143,857383IO363I244,PT SIHOMBING,GANG SENTOT ALIBASA NO. 4,KOTA ADMINISTRASI JAKARTA PUSAT,35,70545,+62 (085) 624 5553,IMPORTIR,,4769897413,2024-02-29,AKTIF,070100,2026-05-04
C000208,4856257287032,06.235.187.0-481.266,PERUM SUARTINI HALIMAH,GG. RAJIMAN NO. 22,JAYAPURA,73,60463,081 090 4298,EKSPORTIR,3754760383,,2025-06-23,AKTIF,140100,2026-05-23
C000209,7364933546817,82.738.351.5-486.951,PT HIDAYAT WASITA,GANG SUNIARAJA NO. 78,MEDAN,64,66551,+62 (658) 513-7972,KEDUA-DUANYA,0456653311,9643977170,2025-02-20,AKTIF,100300,2026-03-18
C000210,4958672378114,08.702.772.1-093.352,PERUM SAFITRI PRATAMA TBK (CABANG),GANG CIHAMPELAS NO. 1,PADANG,35,,(0545) 814-3023,KEDUA-DUANYA,9129285320,0311940415,2023-03-07,AKTIF,070100,2026-05-27
C000211,0000000000000,88.706.247.5-595.940,PERUM ISWAHYUDI,JALAN K.H. WAHID HASYIM NO. 539,TUAL,12,05484,+62 (0599) 927-4662,IMPORTIR,,0381251164,2024-02-18,AKTIF,010800,2026-03-18
C000212,1908154850031,06.568.161.7-762.457,PD KUSUMO KUSMAWATI (PERSERO) TBK (CABANG),JL. WARINGIN NO. 7,JAMBI,51,27151,+62 (067) 855-5760,KEDUA-DUANYA,8121315396,0489618934,2024-11-02,AKTIF,090100,2026-04-15
C000213,9412325460189,11.977.989.1-208.819,PERUM PRASASTA,GANG RAJAWALI TIMUR NO. 840,SIBOLGA,12,21803,+62 (878) 917 6390,EKSPORTIR,5188999045,,2024-02-18,AKTIF,010800,2026-05-24
C000214,3237153579539,89.305.748.5-668.373,PT KUSMAWATI PRADANA,JALAN KUTISARI SELATAN NO. 6,BINJAI,64,,+62 (96) 408 2184,EKSPORTIR,1210141679,,2025-08-24,DIBEKUKAN,100300,2026-05-15
C000215,3462580419111,3886374558O6928,PERUM NASHIRUDDIN ZULKARNAIN (PERSERO) TBK,GANG PASIRKOJA NO. 57,JAYAPURA,35,00266,+62 (806) 459-9631,IMPORTIR,,9818453523,2025-01-06,AKTIF,071300,2026-05-17
C000216,6117769693911X,03.625.568.9-708.921,UD RAHIMAH PALASTRI TBK (CABANG),GG. PELAJAR PEJUANG NO. 8,PADANGPANJANG,35,48223,0887187988,KEDUA-DUANYA,4803163678,6057361181,2024-03-21,AKTIF,070500,2026-06-08
C000217,8497916202232,65.759.716.8-205.487,PERUM MAYASARI SIMANJUNTAK (CABANG),GANG PASTEUR NO. 553,SERANG,36,02097,+62 (35) 196-0958,IMPORTIR,,9104763588,2025-01-22,AKTIF,050400,2026-04-11
C000218,3703175438027,37.841.074.4-515.866,PERUM SETIAWAN ADRIANSYAH,GANG CIHAMPELAS NO. 2,TERNATE,12,90432,(005) 055 8147,KEDUA-DUANYA,9737912310,4261877524,2023-12-20,AKTIF,011200,2026-05-22
C000219,7769673254966,03.921.838.7-803.007,PD PERMADI,JL. W.R. SUPRATMAN NO. 7,TERNATE,73,63591,+62 (022) 515-7538,EKSPORTIR,0396361043,,2023-02-28,AKTIF,140100,2026-05-05
C000220,3518233749894,12.852.198.4-232.369,PD SITOMPUL NAMAGA TBK (CABANG),JL. VETERAN NO. 90,,73,,+62-091-588-4902,EKSPORTIR,4166755363,,2023-04-22,AKTIF,140100,2026-04-10
C000221,1231414215825,68 449 746,PD NURAINI (PERSERO) TBK,GG. AHMAD YANI NO. 303,TERNATE,91,,089 104 1109,EKSPORTIR,3237185662,,2024-12-08,AKTIF,120300,2026-05-15
C000222,7013111751733,46.570.200.6-145.913,CV NOVITASARI TBK,GANG PASIR KOJA NO. 01,TUAL,12,95014,(0929) 362 5840,KEDUA-DUANYA,6705192347,6746740849,2024-09-24,AKTIF,010800,2026-05-13
C000223,0000000000000,482542284,PERUM PUSPITA MARYATI,GANG KH AMIN JASUTA NO. 83,BIMA,16,12346,+62 (0093) 373-2608,IMPORTIR,,6586475800,2025-10-22,AKTIF,030100,2026-04-08
C000224,7768089812657,93.739.650.4-147.145,UD PALASTRI,GANG MERDEKA NO. 45,,35,,+62-82-872-3885,EKSPORTIR,6323850999,,2024-03-27,AKTIF,071300,2026-03-24
C000225,0559169833179,27.910.384.4-659.511,PD NASHIRUDDIN SAFITRI (PERSERO) TBK,JL. RAJIMAN NO. 29,BLITAR,31,41678,(056) 654 8620,EKSPORTIR,4803163678,,2014-09-16,DICABUT,010100,2026-03-23
C000226,5578137314217,85.346.397.2-276.492,CV HARIYAH ARYANI TBK,GG. MOCH. TOHA NO. 21,BUKITTINGGI,64,,+62 (63) 695 8000,EKSPORTIR,9725933381,,2025-10-14,DICABUT,100300,2026-05-22
C000227,6862728840766,32.139.010.7-668.913,CV GUNAWAN NUGROHO,JL. GEGERKALONG HILIR NO. 70,JAYAPURA,21,,+62 (0891) 685 8416,EKSPORTIR,6808355790,,2024-11-23,AKTIF,020100,2026-06-08
C000228,9679495936824,82.964.241.4-866.962,PERUM NATSIR (PERSERO) TBK (CABANG),GANG MOCH. RAMDAN NO. 3,BEKASI,35,19470,+62 (116) 399-3197,EKSPORTIR,3107385203,,2023-02-16,DICABUT,060100,2026-05-19
C000229,747319874062,463I4949773I5I8,PT ASTUTI NAPITUPULU (PERSERO) TBK,GANG CEMPAKA NO. 673,MEULABOH,51,36159,+62-0308-689-3977,EKSPORTIR,8341735782,,2024-09-26,AKTIF,090100,2026-05-21
